;class;message;stemmed;not_stemmed
5533;ham;Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ;hey chief give bell get need talk royal visit number st june;hey chief can you give me a bell when you get this need to talk to you about this royal visit on the number st june
5534;ham;Ok which your another number;ok anoth number;ok which your another number
5535;ham;I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop;know think malaria relax children cant handl malaria would wors gastroenter take enough replac loss temp reduc give malaria mess vomit self limit ill mean day complet stop;i know you are thinking malaria but relax children cant handle malaria she would have been worse and its gastroenteritis if she takes enough to replace her loss her temp will reduce and if you give her malaria mess now she will just vomit its a self limiting illness she has which means in a few days it will completely stop
5536;ham;Aiyah ok wat as long as got improve can already wat...;ayah ok wat long got improv alreadi wat;ayah ok wat as long as got improve can already wat
5537;spam;Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX;want explicit sex number sec ring phonenumb cost number p min sex poor number number n number ex;want explicit sex in number secs ring phonenumber now costs number p min sex poor number we number n number ex
5538;ham;I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight;believ attach see everi day know best get babe go teach class midnight;i can t believe how attached i am to seeing you every day i know you will do the best you can to get to me babe i will go to teach my class at your midnight
5539;ham;Just sleeping..and surfing;sleep surf;just sleeping and surfing
5540;spam;ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800;ask number mobil number chatlin uncl free mind india serv see ye l number er got mega bill number give shit bailiff due day moneysymb number number want moneysymb number;asked number mobile if number chatlines uncle in free mind india just serve see yes l number er got mega bill number don't give a shit bailiff due in days i o moneysymb number number want moneysymb number
5541;ham;Yeah it's jus rite...;yeah rite;yeah it s just rite
5542;ham;Armand says get your ass over to epsilon;armand say get ass epsilon;armand says get your ass over to epsilon
5543;ham;U still havent got urself a jacket ah?;u still got ourself jacket ah;u still haven't got ourself a jacket ah
5544;ham;"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready";take derek amp taylor walmart back time done leav mous desk text priscilla readi;i m taking derek amp taylor to walmart if i m not back by the time you re done just leave the mouse on my desk and i all text you when priscilla s ready
5545;ham;Hi its in durban are you still on this number;hi durban still number;hi its in durban are you still on this number
5546;ham;Ic. There are a lotta childporn cars then.;lotta childporn car;i there are a lotta childporn cars then
5547;spam;Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.;contract mobil number month latest motorola nokia et free doubl mind text orang tariff text ye callback remov record;had your contract mobile number months latest motorola nokia et all free double mind text on orange tariffs text yes for callback no to remove from records
5548;ham;"No, I was trying it all weekend ;V";tri weekend v;no i was trying it all weekend v
5549;ham;You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs;know wot peopl wear shirt jumper hat belt know r crib;you know wot people wear t shirts jumpers hat belt is all we know we r at cribs
5550;ham;Cool, what time you think you can get here?;cool time think get;cool what time you think you can get here
5551;ham;Wen did you get so spiritual and deep. That's great;wen get spiritu deep great;wen did you get so spiritual and deep that s great
5552;ham;Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with;safe trip nigeria wish happi soon compani share moment;have a safe trip to nigeria wish you happiness and very soon company to share moments with
5553;ham;Hahaha..use your brain dear;yamaha use brain dear;yamaha use your brain dear
5554;ham;Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash;well keep mind got enough ga one round trip bar sudden influx cash;well keep in mind i we only got enough gas for one more round trip barring a sudden influx of cash
5555;ham;Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x;yet indian nice tho kane bit shut go number drink sometim soon mite number go number work number laugh soon love pete x x;yet indians was nice tho it did kane me off a bit he he we shut go out number a drink sometime soon mite have number go number a works number a laugh soon love pete x x
5556;ham;Yes i have. So that's why u texted. Pshew...missing you so much;ye test phew miss much;yes i have so that s why you tested phew missing you so much
5557;ham;"No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.";meant calcul lt unit lt school realli expens start practic accent import decid number year dental school nude exam;no i meant the calculation is the same that lt it units at lt it this school is really expensive have you started practicing your accent because its important and have you decided if you are doing number years of dental school or if you all just do the nude exam
5558;ham;Sorry, I'll call later;sorri call later;sorry i all call later
5559;ham;"if you aren't here in the next  &lt;#&gt;  hours imma flip my shit";next lt hour emma flip shit;if you are t here in the next lt it hours emma flip my shit
5560;ham;Anything lor. Juz both of us lor.;anyth jug us;anything for jug both of us for
5561;ham;Get me out of this dump heap. My mom decided to come to lowes. BORING.;get dump heap mom decid come love bore;get me out of this dump heap my mom decided to come to loves boring
